,im,like,people,one,get,amp,good,know,time,day,would,really,love,think,us,see,even,make,thats,cant,much,go,still,great,want,got,never,well,also,back,today,u,happy,going,way,new,life,feel,ive,always,work,say,bad,right,thank,ill,many,first,look,best,take,hope,may,please,every,things,sorry,something,better,sad,thing,man,said,hes,years,someone,last,help,fun,keep,beautiful,poor,home,super,trump,nice,lol,give,little,getting,lot,done,sure,god,yes,let,live,oh,evil,use,game,funny,family,damaging,long,rejected,perfect,cold,theyre,find,broken,since,miserable,care,proud,scared,hard,two,theres,stop,show,big,without,times,thought,quality,grief,around,put,trying,real,covid,try,enough,intelligent,regret,money,stay,grieving,already,deprived,maybe,though,smile,generous,support,lucky,away,pretty,end,exciting,old,job,part,believe,celebration,heart,must,hate,gross,video,whole,adventure,news,saying,yet,wait,start,bleak,birthday,remember,used,story,via,school,seen,place,motivating,team,house,check,high,kids,lets,lively,kind
would,0.083312586,0.16443585,0.36879426,0.27910203,0.16895795,0.20021804,0.1500183,0.31492418,0.16848628,0.060243063,1.0,0.35449475,0.1841786,0.25527886,0.32240134,0.17740688,0.3681585,0.25139427,0.3032552,0.3998887,0.30641642,0.17848277,0.27637318,0.14708802,0.56992126,0.16912666,0.3126175,0.28268546,0.44377327,0.13482596,0.11767502,0.36638963,0.22913542,0.48269528,0.39824376,0.050213523,0.1790235,0.18840177,0.2009862,0.26886243,0.22573128,0.1654123,0.14869647,0.17770949,0.025617836,0.57411927,0.2293254,0.25251594,0.22042072,0.2966777,0.15009141,0.33755413,0.3427159,0.45852205,0.29420045,0.38256198,0.08984342,0.4558018,0.3626689,0.171515,0.23304315,0.18449631,0.37446323,0.1378814,0.19681534,0.4565578,0.21112551,0.17868444,0.22125326,-0.09387865,0.10677124,0.035361778,0.1323127,0.0014461575,0.31709352,0.19959852,0.26470065,0.15644538,0.21153261,0.16859299,0.31234092,0.13133204,0.268991,0.1305513,0.28246906,0.44732052,0.18885678,0.099733755,0.121068835,0.146325,0.35964498,0.2956989,0.15999086,0.17531316,0.29940867,0.033872508,0.17839204,-0.07217243,0.24204996,0.21170789,-0.02029331,0.07565054,0.20468797,0.31285787,0.05022667,0.20293619,0.2605496,0.20564318,0.22845823,-0.013184182,0.16223514,0.17765631,0.29998645,0.24642909,0.152545,-0.009964723,0.10062332,0.1896202,0.11499943,0.48388797,0.24697167,0.25404796,0.40862226,0.34778583,0.28805587,0.21001203,0.2914496,0.13146062,0.14033684,0.25711697,-0.100168645,0.47806814,0.33980963,0.13745871,0.000578083,0.18052195,0.1595635,0.3293196,0.14080267,0.25538418,0.097395495,0.12073959,0.2747302,0.20885251,0.14969918,0.035699483,0.13324536,0.5910647,0.24072176,0.14257516,0.15913415,0.33599395,0.11050559,-0.056923807,0.28634045,0.35510597,0.13174492,0.03492209,0.050787576,0.0991918,0.2293339,0.641762,0.27615494,0.054871827,-0.057997607,0.24609157,0.27614155,0.27925265,0.24795005,0.10703614,0.14374201,-0.047839276,0.40431458,0.5125083,-0.017984973,0.29945812
really,0.30347404,0.4379816,0.4439436,0.26340193,0.22968116,0.2256606,0.34364614,0.5818812,0.18200622,0.1562137,0.35449475,1.0,0.35958448,0.58134633,0.15482546,0.5342028,0.4047647,0.27400583,0.53034705,0.21324743,0.41676503,0.21157481,0.591849,0.19617718,0.34157395,0.13324027,0.38721272,0.18211986,0.67818856,0.19504595,0.32105365,0.41047472,0.2880773,0.25244597,0.40236175,0.15442061,0.37546486,0.50589013,0.27844268,0.52914846,0.37195322,0.6196264,0.35144347,0.33403897,0.11042339,0.09649248,0.35680416,0.091499925,0.35190728,0.078741774,0.27240708,0.38734448,0.03152182,0.13992183,0.11353869,0.47453517,0.4706835,0.5699193,0.31507254,0.52547616,0.40149584,0.41580862,0.28674743,0.28527597,0.0886397,0.4307828,0.22859725,0.31859097,0.40582225,0.34772423,0.27167562,0.02625354,0.14151897,0.5264707,0.1600603,0.39373332,0.67704755,0.20828743,0.38160646,0.2442866,0.57123095,0.36106747,0.38025174,0.119003884,0.41644225,0.2521984,0.27491,0.41035405,0.054598182,0.14892983,0.396854,0.53768283,0.1798012,3.1614814e-05,0.25318405,-0.062493972,0.22657335,0.07883288,0.5291015,0.5133594,-0.04563536,0.18882714,0.30848747,0.22512466,0.18299456,0.2978071,0.37924352,0.27956536,0.3197528,0.38900766,0.50427127,0.24460058,0.20293649,0.43392354,0.42309213,0.19588228,0.30065423,0.19252096,0.19461498,0.26376775,0.4148637,0.015539241,0.42134276,0.51344454,0.28812048,0.18629935,0.19892526,0.29188973,0.12386521,0.42966896,-0.04735288,0.50895095,0.4950619,0.21145174,0.055201072,0.1605054,0.2991141,0.1258823,0.5184444,0.32338116,0.25212124,0.34991768,0.35322297,0.33921495,0.48164222,-0.06925397,0.2328483,0.32248932,0.5252746,0.20076245,0.2536585,0.26962566,0.08900123,0.31561035,0.49026912,0.33874407,0.30085844,0.39556208,0.20566018,0.23930733,0.49071142,0.45775053,0.39051554,-0.16325945,0.115203656,0.3025434,0.16866793,0.3339558,0.18558685,0.16308802,0.11583098,0.070048265,0.53368723,0.20734702,0.059678685,0.57187974
love,0.12301202,0.36272573,0.11670295,0.12919469,0.08400442,0.3620909,0.20674954,0.31136867,0.23051459,0.27971047,0.1841786,0.35958448,1.0,0.33898613,0.18681382,0.3399635,0.1225584,0.18216622,0.09346632,0.17571075,0.3723963,0.1990548,0.22193365,0.3708378,0.3828792,0.077848636,0.20674561,0.19830197,0.28698662,0.030718995,0.26872638,0.51895887,0.4766384,0.0893079,0.26525897,0.067358814,0.32369113,0.22321351,0.06515022,0.39295006,0.23253916,0.35463038,0.10867322,0.05934957,0.6431433,0.16185491,0.12361873,0.06595087,0.24377245,0.29104316,0.2084232,0.5408144,0.12922926,0.2544843,0.12374885,0.1252835,0.40595683,0.21005791,0.42567992,0.38063273,0.15994519,0.33274058,0.13250598,0.126237,-0.020547122,0.2249601,0.11343502,0.34587213,0.55239284,0.30561557,0.63631386,0.15700495,0.13206407,0.16315818,-0.07904864,0.48646712,0.30413294,0.4339215,0.43722484,0.012898696,0.24154615,0.09589184,0.25150433,0.28324568,0.17222767,0.18818597,0.44005167,0.3083655,0.1587761,0.1243952,0.25991377,0.4159404,0.43063903,0.0069822804,0.03106769,-0.01166478,0.33858073,0.0057046125,0.120933294,0.2816252,0.07460995,-0.009800315,0.4400463,0.31650335,0.5682898,0.25428906,0.20734295,0.029266102,0.24471906,0.19255967,0.5446755,0.30795926,0.22309917,0.03763676,0.37179682,0.05460715,0.3714034,0.15009044,0.28976014,0.05459703,0.27997065,-0.22768998,0.22321175,0.093517065,0.21948278,0.442454,0.21631734,0.26299077,0.44925132,0.039898187,0.11508062,0.05005651,0.17714347,0.47867924,0.45700058,0.3450525,0.29662725,0.0036156524,0.36192206,0.15290277,0.21279119,0.27735746,0.1392705,0.22528756,0.26746947,0.33479717,0.4103976,0.15163317,0.65284204,0.24117534,0.42736763,0.24850929,0.23711333,0.009914159,0.12789996,0.13370639,0.25555515,0.19672173,0.24157593,0.45901924,0.41740513,0.266887,0.33755434,-0.017290043,0.1052929,0.1682431,0.22995459,0.4226981,0.27714127,-0.04463161,0.27524373,-0.09287018,0.37303758,0.31113338,0.29962653,0.52969545
think,0.24904102,0.36223787,0.3787613,0.40137878,0.34057418,0.08278632,0.26088965,0.55488384,0.20471433,0.18034889,0.25527886,0.58134633,0.33898613,1.0,0.04545427,0.44504634,0.4780253,0.3468988,0.55297184,0.104384884,0.2647947,0.29181665,0.54950935,0.25597578,0.37555662,0.24021265,0.42881405,0.33661586,0.6421489,0.08843398,0.13706319,0.2479248,0.3020498,0.27937,0.38926557,0.027527489,0.23160927,0.47883996,0.21020696,0.45211077,0.33567995,0.59311604,0.29271445,0.45144472,0.13075751,0.097597346,0.42252025,0.17513746,0.5305504,0.19269061,0.34165132,0.36950165,0.07760713,0.06884612,0.1257063,0.5611119,0.37368506,0.5237762,0.34312627,0.5033806,0.5928106,0.3617927,0.46877998,0.42801738,0.17848192,0.24785775,0.1341257,0.34239012,0.38189182,0.28833935,0.22469385,0.18523417,0.10807864,0.37962416,0.3322062,0.44676074,0.57747483,0.3807628,0.38698855,0.2792997,0.53609484,0.34117675,0.5517341,0.05609909,0.56471545,0.26587918,0.17571756,0.32848698,0.3182255,0.37807122,0.3324271,0.5396963,0.018714907,0.31650007,0.32534137,0.1332023,0.356526,0.127411,0.5378578,0.53783745,0.1539126,0.32954198,0.3900255,0.2790415,0.34158796,0.4137347,0.33870745,0.29960468,0.47006598,0.32781875,0.43229914,0.26465273,0.29597378,0.3953075,0.6772063,0.21498206,0.2478194,0.2856123,0.45232704,0.3198255,0.44181636,0.21608819,0.4826949,0.4455137,0.43736434,0.30003366,0.22725435,0.20123236,0.25282544,0.45047897,0.121152736,0.6651263,0.50199336,0.25585878,0.16419414,0.16521943,0.3477069,0.17102014,0.5100644,0.3511718,0.2393387,0.19983749,0.37182453,0.44193798,0.6197903,-0.07104778,0.1633491,0.27172932,0.4920992,0.31558812,0.101534024,0.2854293,0.11071448,0.20970239,0.61599416,0.51850796,0.28738415,0.38246495,0.2750032,0.13561329,0.5415344,0.5268012,0.2939783,-0.18096502,0.059100185,0.43200582,0.2426889,0.33909354,0.15258986,0.09878972,0.07512317,-0.028963592,0.32299006,0.11275802,0.06857918,0.5189162
us,0.04600873,0.15629372,0.55813205,0.19996744,0.0062650293,0.2154469,0.16409633,0.39373872,0.35800865,0.17879799,0.32240134,0.15482546,0.18681382,0.04545427,1.0,0.005467479,0.19440846,0.069786906,-0.08075299,0.24105857,0.27557924,0.33651632,0.21103613,0.08951831,0.36777103,-0.16605881,0.2583673,0.15253542,0.21177727,0.2585625,0.21388042,0.35590154,0.17581515,0.33005136,0.38027516,0.05569587,0.36874178,0.17912097,0.13291839,0.24303274,0.23517965,0.16126165,0.10617991,0.2755974,0.2707177,0.4314143,0.2687763,0.05878588,0.067899525,0.11481032,0.14617139,0.27227208,0.33439547,0.62512386,0.21160251,0.43813556,0.1508065,0.369761,0.3768048,0.058417827,0.20277593,0.2432018,0.04911916,-0.0131230205,0.22090526,0.47424722,0.14578149,0.48897544,0.30756068,0.24948287,-0.045697205,0.17143627,0.2619484,-0.2986029,0.36586487,0.0116106775,0.08658114,0.24273899,0.1159798,0.0403795,0.3111876,0.14337443,0.31482282,0.41012147,0.19383113,0.4397142,0.3507985,0.0699364,0.21907103,-0.057015244,0.18858863,-0.019483104,0.4174303,0.15442525,0.095277034,0.12577797,0.03832542,-0.14296386,0.09407267,0.14356624,0.019555196,0.090144664,0.23247439,0.2682664,0.11918387,0.16579197,0.33598676,0.10518911,0.1590696,0.30622137,0.1804089,0.056392744,0.32949552,0.39773512,0.0063408264,-0.01979292,0.3836456,0.13288519,0.03373528,0.37680766,0.075311914,0.4406639,0.3309089,0.35521644,0.14878985,0.26096103,0.58407325,0.21423,0.3191565,0.3068065,0.11725697,0.2553067,0.13093343,0.3539804,0.284848,0.49217555,0.12483414,0.35693717,-0.10565907,0.2272681,0.11068127,0.06528404,0.285422,0.10883797,0.15063772,0.20706768,0.31273308,0.43056643,0.21068464,-0.033003137,0.20041166,0.16140333,0.06671763,0.06690262,0.16994031,0.2847558,0.15351722,0.17837125,0.038097575,0.15396371,0.27276224,0.17939246,0.35722527,0.1588172,0.03656817,0.04796888,0.30581343,0.3504262,0.40889817,0.09593296,0.22770517,-0.022448706,0.5360125,0.394723,0.12695275,0.20606329
see,0.17698541,0.22696254,0.2016122,0.19142458,0.43597078,0.13438463,0.11413029,0.50896436,0.023190318,0.22710353,0.17740688,0.5342028,0.3399635,0.44504634,0.005467479,1.0,0.18410207,0.35345855,0.35703358,0.24557033,0.04379604,0.4685792,0.39077476,0.18910186,0.2683225,0.20648655,0.14053291,0.10631996,0.24759294,0.29431427,0.22965655,0.26861382,0.27261546,0.202549,0.17811911,0.24232131,0.19328396,0.26145196,0.0199616,0.2102524,0.25771025,0.5918602,0.07908599,0.19784595,0.23063108,0.038016804,0.24933481,0.07450659,0.42798316,-0.001491173,0.32706648,0.44815275,0.17984061,0.075348035,0.06091507,0.3402094,0.18110695,0.2553195,0.18227413,0.34587845,0.2036641,0.23492862,0.28672284,0.1294109,0.05898386,0.103526555,0.08421518,0.4302632,0.30067882,0.39712727,0.3452412,0.0077820253,0.10285537,0.28771934,0.0819529,0.40368792,0.43842298,0.45402095,0.20530668,0.13337576,0.18333472,0.37824416,0.13102396,-0.014314114,0.23398234,0.26497313,0.47332546,0.41245663,0.055291742,0.40622124,0.29801798,0.3176071,0.18407288,-8.177521e-05,0.15364897,0.0447367,0.17794763,0.123165615,0.33412346,0.68077254,0.11992127,0.091362946,0.19708529,0.10161071,0.14440288,0.24176942,0.057090398,0.23641868,0.36782962,0.38192523,0.58412135,0.14386682,0.17639495,0.2570105,0.3673769,0.043979656,0.065108865,0.37506017,0.51611406,0.056417424,0.30441514,0.027214378,0.4193663,0.21880244,0.17121379,0.18095563,-0.0035064637,0.35333303,0.07557362,0.08866268,-0.05986572,0.28708968,0.35221195,0.26388782,-0.042922754,0.26128832,0.22768627,0.071385756,0.25992373,0.50113535,0.33579215,0.18089768,0.20734502,0.19340762,0.50080407,0.16517982,0.14454846,0.1440616,0.38937953,-0.011709809,0.25294366,0.12322796,0.26424584,0.3604994,0.3304728,0.2497266,0.52270615,0.52749056,0.17589661,0.31607282,0.56647384,0.39828888,0.30422232,0.1423076,0.11786258,0.2512428,0.18450904,0.15028492,0.12098757,0.18977499,0.465388,0.035747692,0.26731008,0.2626519,0.007092262,0.25188738
even,0.10763893,0.17539595,0.33696318,0.24850607,0.25437397,0.23622105,0.25030586,0.2361716,0.22470315,0.14334212,0.3681585,0.4047647,0.1225584,0.4780253,0.19440846,0.18410207,1.0,0.23778595,0.26003167,0.23870131,0.43832815,0.21378393,0.58643234,-0.013917831,0.31267613,0.10021114,0.34965074,0.2655007,0.5113992,0.15828064,0.19309102,0.2711875,0.23069778,0.27898264,0.3101628,-0.011530838,0.30481905,0.34166786,0.21274476,0.32812926,0.28492746,0.2945856,0.27110994,0.31854507,-0.0031157013,0.2459139,0.27364266,0.23862572,0.14449821,0.1153048,0.22536346,0.2231209,0.2167624,0.1283618,0.25533783,0.425214,0.34312987,0.3050782,0.33859128,0.42447567,0.32789662,0.25686392,0.22033861,0.21248536,0.20012216,0.27818313,0.253499,0.26166967,0.17031538,0.110345945,0.013185983,0.1129903,0.19333915,0.21313825,0.23017512,0.20318335,0.4716724,0.14583439,0.36481285,0.22986434,0.40120462,0.13546596,0.30319193,0.10424645,0.22661342,0.43515596,0.22096771,0.06673529,0.08937063,0.12797351,0.3063751,0.339352,0.047945846,0.2033762,0.43219742,0.061726015,0.20751545,0.19372903,0.30469793,0.4013423,0.18745054,0.4105134,0.3172965,0.13152638,0.10811477,0.3035164,0.33536914,0.30245355,0.1268904,0.37525508,0.16751662,0.13056031,0.48885292,0.2985158,0.25675038,0.1264029,0.09546402,0.22921254,0.23866148,0.35780507,0.3978371,0.29555297,0.32959288,0.5058171,0.27818802,0.19917575,0.32136515,0.17488134,0.1689078,0.53130215,0.05287678,0.48575857,0.32284945,0.23300885,-0.089155294,-0.028716834,0.34357557,0.30658856,0.16490997,0.38131765,0.10051638,0.2011605,0.15932666,0.24733523,0.57371944,0.040143758,0.37609205,0.3425089,0.3448886,0.1452955,0.028571649,0.21550125,0.09108177,0.02977273,0.36645383,0.508029,0.47773898,0.23589672,0.116994426,0.07568002,0.44399327,0.46879196,0.19935092,-0.08248047,0.07984396,0.23164466,0.1534373,0.18188474,0.010131964,0.1618586,-0.036479015,0.19428948,0.39684764,0.2079389,0.026771005,0.24539039
make,0.31366187,0.36351806,0.17255537,0.17342293,0.4570804,0.2494128,0.163731,0.22386356,0.110345654,0.16746193,0.25139427,0.27400583,0.18216622,0.3468988,0.069786906,0.35345855,0.23778595,1.0,0.24143209,0.122513995,0.23949273,0.2308471,0.28500283,0.2209476,0.32955584,0.21749316,0.18145563,0.11310238,0.27123162,0.13599834,0.18233666,0.17663896,0.20029174,0.0879452,0.30480224,0.08967816,0.1887152,0.2946329,0.08697239,0.3546402,0.20967637,0.30797365,0.31154075,0.22681984,0.104596,0.20660283,0.17804945,0.0091924565,0.32553068,0.312926,0.29357335,0.18291792,0.090160355,0.17544277,0.15457892,0.3478533,0.059793252,0.2562135,0.3622865,0.21646057,0.17246707,0.014179877,0.11426839,0.14258651,0.053925306,0.15425646,0.024430526,0.41120657,0.20960213,0.4258061,0.17540991,0.10731686,0.0607208,0.29856262,-0.007953207,0.29142928,0.30352712,0.5497943,0.37171185,0.26311398,0.36721563,0.08732777,0.1962842,-0.035638068,0.16108802,0.31943077,0.12373302,0.014266709,-0.009512972,0.51132673,0.1153313,0.18378007,0.08536408,0.18118025,0.18722878,-0.0043098107,0.27038708,0.03913959,0.37566808,0.530664,0.029104901,0.0630217,0.28524324,0.11212115,0.05529779,0.08518506,0.24627352,0.038546577,0.37938792,0.3757892,0.213082,0.376795,0.50541216,0.2196491,0.26880646,0.19097538,0.11087638,0.22884597,0.60648113,0.2350035,0.33208847,0.06378099,0.56385976,0.19324961,0.24414603,0.4089574,0.122749396,0.2708147,0.032263707,0.08057629,0.04617397,0.38811857,0.35067338,0.24047102,0.11125717,0.17606911,0.10590137,0.060838565,0.38839436,0.18910527,0.16059446,0.017677516,0.06740902,0.11924732,0.17123814,0.07313115,0.06410618,0.2597175,0.22227131,0.0536019,0.0010460167,0.1278548,0.1721467,-0.037091486,0.1113954,0.18533978,0.039359607,0.41485143,0.15743811,0.17584985,0.33358276,0.3018057,-0.101248756,0.087758526,-0.01619101,0.25552318,0.15277313,0.19470537,0.024915874,-0.025027622,0.30680245,-0.04281366,0.20332566,0.18123023,0.12742433,0.36766884
thats,0.49959764,0.17172024,0.27331486,0.31354776,0.19159357,-0.05710895,0.22063343,0.47797891,0.18938111,0.026998188,0.3032552,0.53034705,0.09346632,0.55297184,-0.08075299,0.35703358,0.26003167,0.24143209,1.0,0.17682192,0.019980932,0.14413227,0.3521118,0.08708531,0.217932,0.32545203,0.059592336,0.23940046,0.41393128,0.085344814,0.026946075,0.15681507,0.041741412,0.3341873,0.2845781,0.05276216,0.17160471,0.28868088,0.22394244,0.2148699,0.274101,0.40841988,0.3033354,0.4605488,0.12136464,0.17647867,0.054867275,0.12460488,0.3026688,0.13619493,0.16705391,0.23619257,0.1046287,0.043555807,0.15902112,0.39988327,0.28970972,0.32765913,0.12904856,0.39756635,0.55133307,0.38649675,0.38514563,0.59868485,0.07222552,0.08773498,0.21230903,0.038948458,0.21859916,0.25683555,0.14171062,0.14214358,0.0993977,0.5130272,0.27460235,0.22844163,0.6381641,0.17828724,0.27768567,0.23794316,0.20177342,0.29165393,0.29271388,0.038464993,0.6517242,0.24735875,0.085039504,0.5955731,0.19688778,0.12961006,0.3629278,0.54140335,0.031054031,0.12419407,0.2817822,-0.10113731,0.15870947,0.13337521,0.6912717,0.40449023,-0.03352913,0.1455017,0.18434004,0.15958309,0.107814305,0.29091015,0.27637634,0.16096786,0.59626514,0.27947098,0.2567065,0.28739235,0.13976374,0.2521732,0.4400123,0.1495245,0.07197466,0.21289004,0.193025,0.21553242,0.4322727,0.0625866,0.36267743,0.42174795,0.2745054,0.18971235,-0.00050311134,0.22250748,0.025824562,0.23948899,0.04892486,0.5226107,0.5299545,0.017745143,-0.09917326,-0.01990359,0.1493102,0.18851846,0.67237985,0.25515673,0.16083305,0.19753791,0.3368952,0.48427004,0.39609727,-0.16635612,0.16708103,0.400645,0.37050325,0.2924127,0.12629934,0.35655838,0.06438469,0.3352235,0.4248316,0.4057913,0.23237334,0.37980208,0.10704493,0.08644045,0.42987144,0.39631164,0.34279886,-0.080653414,0.031825196,0.2604305,0.20913349,0.1636613,0.11068479,0.16749163,0.041073456,0.11297409,0.24698274,0.15295626,-0.055605028,0.44253975
cant,0.18515301,0.13392581,0.32269946,0.1596236,0.22408964,0.13841075,0.06272342,0.25776246,0.19882181,0.12902212,0.3998887,0.21324743,0.17571075,0.104384884,0.24105857,0.24557033,0.23870131,0.122513995,0.17682192,1.0,0.14262967,0.21660925,0.3774859,-0.026028063,0.58162236,0.2540088,0.2834458,0.05485625,0.06986089,0.21765861,0.07031753,0.29351193,0.11101836,0.43855554,0.2827122,0.08384693,0.18542902,0.15338875,-0.004403954,0.15516824,0.08169106,0.20205687,0.1904671,0.13714562,-0.008874399,0.46776357,0.10995057,0.107113816,0.053116553,0.020841839,0.077359304,0.33489555,0.24655768,0.46981394,0.2674384,0.29298794,0.1928342,0.15110008,0.23236364,0.24198842,0.12296714,0.22574623,0.25069612,0.053525753,0.15248358,0.3105972,0.091813006,0.22879753,0.1932032,0.05917243,0.03701839,0.20217139,0.11910389,-0.023798048,0.2433298,0.16634983,0.41895717,0.034276444,0.19163725,0.3368309,0.15190174,0.10766168,0.095991135,0.22835164,0.1586075,0.39545143,0.21738093,0.32070866,0.15444483,0.1507863,0.30072775,0.39616022,0.18520637,0.1139274,0.2936734,-0.028020207,-0.0019161511,0.06694198,0.25140575,0.15444864,0.3022254,0.009181283,0.21539788,0.26371524,0.041283667,0.32304046,0.4757969,0.13666523,0.15834288,0.107954964,0.06330144,0.251005,0.27209833,0.18583715,-0.009873417,0.018633472,0.20435755,0.15203121,0.17878133,0.6453805,0.26738843,0.18648349,0.43098217,0.47719815,0.15878975,0.116244934,0.24128425,0.16038184,0.20224932,0.11856512,0.13406813,0.34867135,0.5078236,0.22201328,0.009535326,0.121021904,0.25899997,0.26610574,0.04998476,0.10216619,0.1523682,0.111882076,0.14124143,0.024025772,0.23043445,0.07077204,0.3158744,0.59773844,0.41277784,0.15379216,0.1107527,0.12919803,0.07361377,0.1343775,0.35864592,0.41739073,0.38376638,0.13530502,-0.006512894,0.030960634,0.17851351,0.5258896,0.18364866,0.04597418,-0.023583375,0.115463495,0.19402009,0.24813533,0.065932676,0.17479917,0.13611099,0.13842338,0.32370815,0.5666104,-0.10363722,0.079867885
much,0.16154222,0.2660767,0.2234515,0.10798835,0.16344666,0.34662864,0.26927245,0.22508006,0.33283424,0.19559887,0.30641642,0.41676503,0.3723963,0.2647947,0.27557924,0.04379604,0.43832815,0.23949273,0.019980932,0.14262967,1.0,0.013528503,0.37438545,0.21881898,0.26584968,-0.0019177919,0.30090168,0.2454971,0.461039,0.17861657,0.25521368,0.45871082,0.20770954,0.10757011,0.44499576,-0.10397625,0.3738133,0.37177363,0.18509276,0.4888302,0.2439863,0.32081002,0.1870085,0.3001496,0.22141013,0.15366383,0.23233412,0.15668881,0.18711416,0.08319112,0.17090201,0.32866314,-0.02913257,0.18031688,0.25296652,0.2968831,0.26265237,0.35786363,0.43087462,0.2202165,0.11248761,0.22059369,0.09288867,0.13042435,0.24877602,0.39657277,0.1597211,0.2982343,0.19886342,0.18023174,0.190865,0.055392407,0.17506638,0.17993155,0.15609403,0.23699254,0.32842702,0.23540704,0.50279135,0.31184304,0.6773578,0.1900066,0.34423926,0.35841173,0.18605791,0.20416515,0.20227617,0.0141088255,0.019302184,0.10035354,0.22546926,0.25009745,0.23836166,0.13468407,0.41955835,-0.035843633,0.19688925,-0.06642961,0.17959933,0.20401692,0.099214904,0.19537216,0.29001024,0.32505706,0.17036602,0.15239507,0.41645938,0.13394532,0.1319582,0.2510023,0.38425878,0.39725557,0.3479324,0.23924272,0.2121341,0.15269345,0.2625392,0.08641211,0.17640397,0.20572607,0.25116488,0.07614462,0.1782251,0.38534814,0.24243636,0.2976915,0.4447358,0.11367325,0.21871342,0.40561417,0.06808137,0.30504933,0.22253335,0.27255014,0.402484,0.2931154,0.2569587,0.21676855,0.20182589,0.17934139,0.119890556,0.13205859,0.23269919,0.27935144,0.26732147,0.08392774,0.34585196,0.25487345,0.4319503,0.2280769,0.13919562,0.22432053,0.23891127,-0.21145694,0.2804348,0.26328358,0.12988701,0.13455757,0.23586267,0.104539976,0.2704207,0.27731392,0.24005087,-0.15341645,0.06744874,0.1399496,0.2427891,0.43611348,0.26642713,-0.018578965,0.0008385705,-0.007162968,0.3813856,0.18511151,0.15360077,0.51320744
go,0.20009366,0.17596795,0.33556107,0.29243645,0.62317145,0.10068344,0.2075521,0.42345878,0.25995037,0.22355841,0.17848277,0.21157481,0.1990548,0.29181665,0.33651632,0.4685792,0.21378393,0.2308471,0.14413227,0.21660925,0.013528503,1.0,0.23963639,0.11258388,0.43348274,0.2858416,0.18193865,0.13585854,0.1114335,0.3718876,0.15639758,0.36963633,0.17336376,0.5916539,0.21189179,0.07093383,0.23374923,0.22255671,-0.0015007479,0.12533742,0.35397983,0.45404512,0.15531024,0.41893917,0.09563635,0.42559874,-0.0032220024,0.07346497,0.35986406,0.086454146,0.5167155,0.2344393,0.13832037,0.2476651,0.06483941,0.2787121,0.07337113,0.25999892,0.30064037,0.1920982,0.14344195,0.18075573,0.17715539,0.05860299,0.12544577,0.25192347,0.117111586,0.39047232,0.28473526,0.37731332,0.05856297,0.14560758,0.33307117,0.07802594,0.11875756,0.38036466,0.3993203,0.49400583,0.12970734,0.437917,-0.030183448,0.2507706,0.25726724,0.04138767,0.12561601,0.40926465,0.5054285,0.17304286,0.070510164,0.3483685,0.2551434,0.12595353,0.13715069,0.19217546,0.22705716,0.041052803,0.11040373,0.31848446,0.23848733,0.47132152,0.26018983,0.18621342,0.3180288,0.19934179,0.1302607,0.396279,0.21009684,0.1701009,0.24198426,0.35158142,0.27433446,0.11631615,0.30597797,0.13093342,0.30478787,0.21759321,0.018925754,0.4567155,0.6123335,0.2583475,0.21448283,0.1349429,0.57111305,0.28363395,0.008844895,0.30919835,0.4452245,0.48291114,0.0650183,0.11994347,0.232083,0.47998446,0.22083536,0.25630978,0.018706976,0.18257281,0.23357011,0.34833598,0.08155222,0.45535108,0.23546419,0.19703759,0.11549709,0.00080818887,0.28606305,0.20096928,0.12752326,0.14861558,0.31299338,0.06790895,0.06386289,0.10538445,0.15346718,-0.007614605,0.33221978,0.20208843,0.4823599,0.5967452,0.11572482,0.16769135,0.43505546,0.39627925,0.119642705,0.14311107,0.35947275,0.1526179,0.36149487,0.1946224,0.07755813,0.42203593,0.43134415,0.24379572,0.44527438,0.3429251,0.092713065,-0.06983105
